Genome	Phylum	Class	Order	Family	Genus
SRR3992988_bin.43	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127532_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056797_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1293728_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR589544_bin.20	Tenericutes	NA	NA	NA	NA
SRR5127498_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620271_bin.25	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
SRR3108056_bin.77	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3917563_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5275432_bin.16	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1620261_bin.1	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ERR1190816_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011115_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR688506_bin.12	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525802_bin.17	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR4481730_bin.35	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
SRR1761713_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
SRR1761713_bin.38	Tenericutes	NA	NA	NA	NA
SRR585755_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414360_bin.62	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1305880_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2912790_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761709_bin.21	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR688529_bin.47	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Cryptobacterium
SRR2155332_bin.24	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3917697_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190868_bin.84	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
SRR5279293_bin.34	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR5580042_bin.48	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1293900_bin.11	NA	NA	NA	NA	NA
SRR2912792_bin.4	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
SRR1761706_bin.39	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
ERR505083_bin.47	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1620325_bin.91	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3992983_bin.57	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
SRR5279271_bin.28	NA	NA	NA	NA	NA
ERR414305_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR209240_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ERR321543_bin.5	NA	NA	NA	NA	NA
SRR769529_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR1761711_bin.32	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1913124_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018304_bin.14	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
ERR525886_bin.15	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
SRR1196455_bin.34	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5275445_bin.35	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5275462_bin.23	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ERR1018216_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
ERR525716_bin.11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR341608_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR4783567_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR321233_bin.5	Firmicutes	Clostridia	NA	NA	NA
ERR1913115_bin.35	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5558195_bin.42	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5275432_bin.13	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1190962_bin.65	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR5106325_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR688538_bin.58	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
SRR1761709_bin.44	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190607_bin.60	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR911961_bin.55	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056967_bin.2	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR011192_bin.13	Spirochaetes	Spirochaetia	NA	NA	NA
ERR1190609_bin.33	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
SRR5032295_bin.18	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR341705_bin.23	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR321346_bin.16	NA	NA	NA	NA	NA
SRR6028422_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1930128_bin.1	NA	NA	NA	NA	NA
ERR414423_bin.30	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA
ERR866562_bin.1	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ERR1305896_bin.23	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414250_bin.11	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525775_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR3993013_bin.71	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR688512_bin.27	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1913066_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5558005_bin.21	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR3993040_bin.40	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5056853_bin.26	Saccharibacteria	NA	NA	NA	NA
SRR5279238_bin.24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ERR011185_bin.5	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
SRR4408054_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190576_bin.39	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ERR1305897_bin.5	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1620306_bin.17	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
ERR414278_bin.13	Firmicutes	NA	NA	NA	NA
ERR1913071_bin.26	NA	NA	NA	NA	NA
SRR3737012_bin.16	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1297772_bin.30	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018213_bin.39	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
SRR3131704_bin.1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
SRR2912801_bin.31	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR414241_bin.52	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1578643_bin.21	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
SRR1761715_bin.33	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR1761673_bin.41	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1190606_bin.28	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
SRR5275449_bin.3	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
ERR1305891_bin.67	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1578671_bin.62	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR209478_bin.33	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR5056749_bin.10	Saccharibacteria	NA	NA	NA	NA
ERR1190888_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
SRR5963345_bin.25	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella
SRR5127700_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1578631_bin.33	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2992894_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011299_bin.3	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR1578647_bin.10	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR414232_bin.14	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR209476_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3993003_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190934_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5032302_bin.31	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR589567_bin.9	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
SRR341607_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR585762_bin.16	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1190974_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR5057083_bin.11	Saccharibacteria	NA	NA	NA	NA
ERR1305890_bin.5	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR321293_bin.6	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414343_bin.75	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5558119_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190896_bin.57	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR4305075_bin.6	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Garciella
SRR6028285_bin.10	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR414338_bin.75	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5057083_bin.13	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ERR525823_bin.1	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
SRR5127442_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761699_bin.32	Tenericutes	NA	NA	NA	NA
SRR1761721_bin.44	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR3108064_bin.50	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761704_bin.11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR3737012_bin.36	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414339_bin.30	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR2992900_bin.16	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR5275457_bin.33	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ERR1293915_bin.6	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2992885_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
DRR042452_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR4451547_bin.12	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR4444778_bin.17	Saccharibacteria	NA	NA	NA	NA
SRR4481730_bin.32	NA	NA	NA	NA	NA
ERR525960_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR505084_bin.22	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6028516_bin.12	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR1913112_bin.4	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1190875_bin.15	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR525813_bin.40	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1293698_bin.17	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1190798_bin.50	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
SRR1761672_bin.20	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1190957_bin.4	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
SRR5963187_bin.8	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
SRR1761705_bin.37	Tenericutes	NA	NA	NA	NA
ERR1912994_bin.3	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056796_bin.23	Firmicutes	Bacilli	Bacillales	Gemella	Gemella
SRR5963236_bin.14	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea
ERR1018285_bin.60	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
SRR341585_bin.13	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190914_bin.29	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1913030_bin.47	NA	NA	NA	NA	NA
SRR2155372_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761702_bin.18	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414348_bin.45	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
SRR5275432_bin.11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR1930142_bin.12	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6028558_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3993001_bin.23	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1620261_bin.5	NA	NA	NA	NA	NA
ERR414333_bin.19	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1578645_bin.25	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5275450_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR911953_bin.70	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR2992883_bin.35	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Xylanibacter
ERR1913063_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR209607_bin.14	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414243_bin.15	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6028229_bin.4	Tenericutes	Mollicutes	NA	NA	NA
ERR1190590_bin.14	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190934_bin.37	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR6028283_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3993040_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3737012_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525891_bin.6	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
SRR5056731_bin.27	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525903_bin.23	NA	NA	NA	NA	NA
SRR5275467_bin.39	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1018200_bin.51	Saccharibacteria	NA	NA	NA	NA
ERR866601_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1018195_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761703_bin.29	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR3108064_bin.48	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414233_bin.14	Firmicutes	Clostridia	NA	NA	NA
ERR1297838_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
SRR585755_bin.33	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5056853_bin.40	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ERR1190573_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR688562_bin.44	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761701_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5963258_bin.3	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas
ERR1190612_bin.35	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
SRR1927149_bin.36	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR3992981_bin.55	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1018196_bin.59	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
SRR6028264_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620269_bin.42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR525699_bin.10	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
ERR1293686_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR688514_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
SRR5127571_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1913067_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR2155382_bin.26	NA	NA	NA	NA	NA
SRR4408062_bin.3	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
SRR5127782_bin.22	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190609_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR505100_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1578625_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ERR589527_bin.76	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414306_bin.25	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
SRR5032321_bin.68	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6028640_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
DRR042312_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
SRR1779132_bin.3	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
SRR5963146_bin.3	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
SRR5032288_bin.19	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
SRR5127555_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414319_bin.56	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1305906_bin.17	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127550_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056870_bin.78	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR3992959_bin.45	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR1927149_bin.27	Spirochaetes	Spirochaetia	NA	NA	NA
ERR321182_bin.19	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
SRR2912783_bin.38	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305899_bin.41	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR209381_bin.20	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR525773_bin.8	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
SRR6028632_bin.10	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR1761711_bin.3	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761666_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR6028450_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR414315_bin.43	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ERR1620330_bin.61	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR589448_bin.37	Saccharibacteria	NA	NA	NA	NA
ERR1190619_bin.67	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
SRR1761677_bin.46	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190931_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414356_bin.49	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA
ERR525855_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
SRR1761678_bin.12	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1018189_bin.24	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1761714_bin.47	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR3108064_bin.38	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190834_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR1761720_bin.2	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR414507_bin.6	NA	NA	NA	NA	NA
ERR209659_bin.11	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
SRR5127743_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5580103_bin.37	Firmicutes	Clostridia	Thermoanaerobacterales	NA	NA
SRR5558051_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
SRR6028338_bin.13	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR585753_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR209576_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR1190563_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1018213_bin.9	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ERR209156_bin.11	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
ERR2013565_bin.54	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525948_bin.7	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1953522_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR911959_bin.31	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5275432_bin.26	Tenericutes	NA	NA	NA	NA
SRR5056868_bin.83	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2992899_bin.73	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR505098_bin.42	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525791_bin.12	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
ERR1912990_bin.39	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414450_bin.13	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
SRR1821190_bin.14	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5127671_bin.3	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
